flight_date,airline_name,airline_iata,flights
2025-08-31,LOT - Polish Airlines,LO,1
2025-08-31,Malaysia Airlines,MH,1
2025-08-31,NetJets Aviation,1I,1
2025-08-31,Norse,N0,1
2025-08-31,Philippine Airlines,PR,1
2025-08-31,SWISS,LX,1
2025-08-31,UPS Airlines,5X,1
2025-08-31,,A1,1
2025-09-01,Southwest Airlines,WN,77
2025-09-01,Delta Air Lines,DL,41
2025-09-01,Spirit Airlines,NK,41
2025-09-01,Azul,AD,40
2025-09-01,JetBlue Airways,B6,40
2025-09-01,American Airlines,AA,37
2025-09-01,Frontier Airlines,F9,37
2025-09-01,Volaris,Y4,25
2025-09-01,LATAM Airlines,LA,24
2025-09-01,United Airlines,UA,21
2025-09-01,Virgin Atlantic,VS,21
2025-09-01,Qatar Airways,QR,20
2025-09-01,British Airways,BA,17
2025-09-01,Air Canada,AC,13
2025-09-01,Air France,AF,12
2025-09-01,WestJet,WS,11
2025-09-01,Aeromexico,AM,10
2025-09-01,Air New Zealand,NZ,10
2025-09-01,Iberia,IB,10
2025-09-01,Aer Lingus,EI,9
2025-09-01,Copa Airlines,CM,9
2025-09-01,KLM,KL,9
2025-09-01,Korean Air,KE,8
2025-09-01,Qantas,QF,8
2025-09-01,Breeze Airways,MX,7
2025-09-01,El Al,LY,7
2025-09-01,Gol,G3,7
2025-09-01,Hawaiian Airlines,HA,7
2025-09-01,AlphaSky,AS,6
2025-09-01,Icelandair,FI,6
2025-09-01,empty,,6
2025-09-01,Japan Airlines,JL,5
2025-09-01,TAP Air Portugal,TP,5
2025-09-01,LOT - Polish Airlines,LO,4
2025-09-01,SAS,SK,4
2025-09-01,Singapore Airlines,SQ,4
2025-09-01,ANA,NH,3
2025-09-01,Alaska Airlines,AS,3
2025-09-01,Etihad Airways,EY,3
2025-09-01,Gulf Air,GF,3
2025-09-01,Aerolineas Argentinas,AR,2
2025-09-01,Air Europa,UX,2
2025-09-01,Avelo Airlines,XP,2
2025-09-01,Cathay Pacific,CX,2
2025-09-01,Kenya Airways,KQ,2
2025-09-01,Lufthansa,LH,2
2025-09-01,Royal Jordanian,RJ,2
2025-09-01,SA AVIANCA,AV,2
2025-09-01,Air Tahiti Nui,TN,1
2025-09-01,Air Transat,TS,1
2025-09-01,Allegiant Air,G4,1
2025-09-01,Atlantic Airways,RC,1
2025-09-01,Caribbean Airlines,BW,1
2025-09-01,China Eastern Airlines,MU,1
2025-09-01,Emirates,EK,1
2025-09-01,Ethiopian Airlines,ET,1
2025-09-01,Finnair,AY,1
2025-09-01,Norse UK,N0,1
2025-09-01,PlaneSense,,1
2025-09-01,Porter,PD,1
2025-09-01,Royal Air Maroc,AT,1
2025-09-01,SWISS,LX,1
2025-09-01,Saudia,SV,1
2025-09-01,Turkish Airlines,TK,1
2025-09-01,Virgin Australia,VA,1
2025-09-02,Southwest Airlines,WN,67
2025-09-02,Azul,AD,48
2025-09-02,Delta Air Lines,DL,40
2025-09-02,JetBlue Airways,B6,37
2025-09-02,Spirit Airlines,NK,32
2025-09-02,American Airlines,AA,31
2025-09-02,United Airlines,UA,26
2025-09-02,Virgin Atlantic,VS,26
2025-09-02,LATAM Airlines,LA,25
2025-09-02,Qatar Airways,QR,20
2025-09-02,Air Canada,AC,18
2025-09-02,Frontier Airlines,F9,17
2025-09-02,Volaris,Y4,15
2025-09-02,British Airways,BA,14
2025-09-02,Air France,AF,12
2025-09-02,Aer Lingus,EI,10
2025-09-02,Aeromexico,AM,10
2025-09-02,Gol,G3,10
2025-09-02,Hawaiian Airlines,HA,10
2025-09-02,KLM,KL,10
2025-09-02,Iberia,IB,9
2025-09-02,Qantas,QF,9
2025-09-02,Air New Zealand,NZ,8
2025-09-02,Korean Air,KE,8
2025-09-02,TAP Air Portugal,TP,8
2025-09-02,WestJet,WS,8
2025-09-02,Breeze Airways,MX,7
2025-09-02,Brussels Airlines,SN,7
2025-09-02,El Al,LY,7
2025-09-02,Japan Airlines,JL,7
2025-09-02,Etihad Airways,EY,6
2025-09-02,Icelandair,FI,6
2025-09-02,Lufthansa,LH,6
2025-09-02,Copa Airlines,CM,5
2025-09-02,Air Canada Rouge,RV,4
2025-09-02,UPS Airlines,5X,4
2025-09-02,empty,,4
2025-09-02,Air Europa,UX,3
2025-09-02,Alaska Airlines,AS,3
2025-09-02,Austrian,OS,3
2025-09-02,FedEx,FX,3
2025-09-02,Royal Air Maroc,AT,3
2025-09-02,SWISS,LX,3
2025-09-02,ANA,NH,2
2025-09-02,Air Tahiti Nui,TN,2
2025-09-02,AlphaSky,AS,2
2025-09-02,Discover Airlines,4Y,2
2025-09-02,LOT - Polish Airlines,LO,2
2025-09-02,Saudia,SV,2
2025-09-02,Singapore Airlines,SQ,2
2025-09-02,Virgin Australia,VA,2
2025-09-02,21 Air,2I,1
2025-09-02,Air Serbia,JU,1
2025-09-02,Alaska Airlines (Oneworld Livery),AS,1
2025-09-02,Baron Aviation Services,BVN,1
2025-09-02,Cathay Pacific,CX,1
2025-09-02,China Eastern Airlines,MU,1
2025-09-02,DHL Air,D0,1
2025-09-02,Fiji Airways,FJ,1
2025-09-02,Finnair,AY,1
2025-09-02,Malaysia Airlines,MH,1
2025-09-02,National Airlines,N8,1
2025-09-02,NetJets Aviation,1I,1
2025-09-02,Norse,N0,1
2025-09-02,Philippine Airlines,PR,1
2025-09-02,Royal Jordanian,RJ,1
2025-09-02,SAS,SK,1
2025-09-02,Sun Country Airlines,SY,1
2025-09-02,Turkish Airlines,TK,1
2025-09-02,,A1,1
2025-09-03,Southwest Airlines,WN,51
2025-09-03,Delta Air Lines,DL,42
2025-09-03,Azul,AD,36
2025-09-03,United Airlines,UA,35
2025-09-03,American Airlines,AA,30
2025-09-03,LATAM Airlines,LA,25
2025-09-03,Spirit Airlines,NK,25
2025-09-03,Virgin Atlantic,VS,25
2025-09-03,JetBlue Airways,B6,19
2025-09-03,Air New Zealand,NZ,17
2025-09-03,Air Canada,AC,16
2025-09-03,Air France,AF,16
2025-09-03,WestJet,WS,16
2025-09-03,Copa Airlines,CM,13
2025-09-03,Korean Air,KE,13
2025-09-03,Qatar Airways,QR,13
2025-09-03,KLM,KL,12
2025-09-03,Aeromexico,AM,10
2025-09-03,British Airways,BA,10
2025-09-03,Frontier Airlines,F9,10
2025-09-03,FedEx,FX,9
2025-09-03,Iberia,IB,9
2025-09-03,Aer Lingus,EI,7
2025-09-03,El Al,LY,7
2025-09-03,Volaris,Y4,7
2025-09-03,Hawaiian Airlines,HA,6
2025-09-03,SAS,SK,6
2025-09-03,TAP Air Portugal,TP,6
2025-09-03,Virgin Australia,VA,6
2025-09-03,Breeze Airways,MX,5
2025-09-03,Brussels Airlines,SN,5
2025-09-03,Gol,G3,5
2025-09-03,Lufthansa,LH,5
2025-09-03,Qantas,QF,5
2025-09-03,UPS Airlines,5X,5
2025-09-03,ANA,NH,4
2025-09-03,Air Canada Rouge,RV,4
2025-09-03,Alaska Airlines,AS,4
2025-09-03,Etihad Airways,EY,4
2025-09-03,Air Europa,UX,3
2025-09-03,Air Tahiti Nui,TN,3
2025-09-03,AlphaSky,AS,3
2025-09-03,Emirates,EK,3
2025-09-03,Icelandair,FI,3
2025-09-03,LOT - Polish Airlines,LO,3
2025-09-03,Mountain Air Cargo,C2,3
2025-09-03,China Eastern Airlines,MU,2
2025-09-03,Finnair,AY,2
2025-09-03,Japan Airlines,JL,2
2025-09-03,Royal Air Maroc,AT,2
2025-09-03,SWISS,LX,2
2025-09-03,Singapore Airlines,SQ,2
2025-09-03,Aerolineas Argentinas,AR,1
2025-09-03,Air China LTD,CA,1
2025-09-03,Austrian,OS,1
2025-09-03,Avelo Airlines,XP,1
2025-09-03,Bahamasair,UP,1
2025-09-03,Baron Aviation Services,BVN,1
2025-09-03,Ethiopian Airlines,ET,1
2025-09-03,EuroAtlantic Airways,YU,1
2025-09-03,Fiji Airways,FJ,1
2025-09-03,Kenya Airways,KQ,1
2025-09-03,NetJets Aviation,1I,1
2025-09-03,Norse,N0,1
2025-09-03,NovaJet,,1
2025-09-03,PlaneSense,,1
2025-09-03,Royal Jordanian,RJ,1
2025-09-03,SA AVIANCA,AV,1
2025-09-03,Saudia,SV,1
2025-09-03,Turkish Airlines,TK,1
2025-09-03,,A1,1
