flight_date,airline_name,airline_iata,flights
2025-09-26,Air Canada,AC,13
2025-09-26,Hawaiian Airlines,HA,13
2025-09-26,KLM,KL,13
2025-09-26,British Airways,BA,12
2025-09-26,Qantas,QF,12
2025-09-26,Air New Zealand,NZ,10
2025-09-26,Gol,G3,9
2025-09-26,Aer Lingus,EI,8
2025-09-26,Breeze Airways,MX,8
2025-09-26,TAP Air Portugal,TP,8
2025-09-26,Brussels Airlines,SN,7
2025-09-26,Iberia,IB,7
2025-09-26,SAS,SK,7
2025-09-26,Icelandair,FI,6
2025-09-26,Lufthansa,LH,6
2025-09-26,Air Tahiti Nui,TN,5
2025-09-26,Alaska Airlines,AS,5
2025-09-26,Air Canada Rouge,RV,4
2025-09-26,El Al,LY,4
2025-09-26,Etihad Airways,EY,4
2025-09-26,Japan Airlines,JL,4
2025-09-26,ANA,NH,3
2025-09-26,Aerolineas Argentinas,AR,3
2025-09-26,Air Transat,TS,3
2025-09-26,Austrian,OS,3
2025-09-26,Emirates,EK,3
2025-09-26,Porter,PD,3
2025-09-26,SWISS,LX,3
2025-09-26,Virgin Australia,VA,3
2025-09-26,empty,,3
2025-09-26,Alitalia,AZ,2
2025-09-26,AlphaSky,AS,2
2025-09-26,DHL Air,D0,2
2025-09-26,Kenya Airways,KQ,2
2025-09-26,LOT - Polish Airlines,LO,2
2025-09-26,NetJets Aviation,1I,2
2025-09-26,Norse UK,Z0,2
2025-09-26,Singapore Airlines,SQ,2
2025-09-26,Turkish Airlines,TK,2
2025-09-26,21 Air,2I,1
2025-09-26,Air Europa,UX,1
2025-09-26,Air Serbia,JU,1
2025-09-26,Alaska Airlines (Boeing 100 years strong Livery),AS,1
2025-09-26,Amerijet International,M6,1
2025-09-26,Avelo Airlines,XP,1
2025-09-26,Baker Aviation,,1
2025-09-26,Cathay Pacific,CX,1
2025-09-26,China Eastern Airlines,MU,1
2025-09-26,China Southern Airlines,CZ,1
2025-09-26,Discover Airlines,4Y,1
2025-09-26,Fiji Airways,FJ,1
2025-09-26,Finnair,AY,1
2025-09-26,Flexjet,LXJ,1
2025-09-26,Gulf Air,GF,1
2025-09-26,Malaysia Airlines,MH,1
2025-09-26,Norse,N0,1
2025-09-26,Philippine Airlines,PR,1
2025-09-26,Quest Diagnostics,LBQ,1
2025-09-26,Royal Air Maroc,AT,1
2025-09-26,Royal Jordanian,RJ,1
2025-09-26,VivaAerobus,VB,1
2025-09-26,,A1,1
2025-09-27,Southwest Airlines,WN,71
2025-09-27,Delta Air Lines,DL,50
2025-09-27,Azul,AD,37
2025-09-27,Spirit Airlines,NK,35
2025-09-27,United Airlines,UA,35
2025-09-27,LATAM Airlines,LA,31
2025-09-27,Virgin Atlantic,VS,31
2025-09-27,American Airlines,AA,30
2025-09-27,Frontier Airlines,F9,25
2025-09-27,JetBlue Airways,B6,23
2025-09-27,Volaris,Y4,19
2025-09-27,Air New Zealand,NZ,16
2025-09-27,KLM,KL,16
2025-09-27,Air Canada,AC,15
2025-09-27,Air France,AF,14
2025-09-27,WestJet,WS,14
2025-09-27,Aeromexico,AM,13
2025-09-27,Copa Airlines,CM,13
2025-09-27,British Airways,BA,12
2025-09-27,Qatar Airways,QR,12
2025-09-27,Aer Lingus,EI,11
2025-09-27,Korean Air,KE,10
2025-09-27,Gol,G3,8
2025-09-27,ANA,NH,7
2025-09-27,Hawaiian Airlines,HA,7
2025-09-27,Japan Airlines,JL,7
2025-09-27,TAP Air Portugal,TP,7
2025-09-27,Lufthansa,LH,6
2025-09-27,Qantas,QF,6
2025-09-27,Brussels Airlines,SN,5
2025-09-27,Icelandair,FI,5
2025-09-27,SAS,SK,5
2025-09-27,Virgin Australia,VA,5
2025-09-27,empty,,5
2025-09-27,El Al,LY,4
2025-09-27,Etihad Airways,EY,4
2025-09-27,Iberia,IB,4
2025-09-27,SWISS,LX,4
2025-09-27,Air Canada Rouge,RV,3
2025-09-27,Air Transat,TS,3
2025-09-27,Alitalia,AZ,3
2025-09-27,AlphaSky,AS,3
2025-09-27,Austrian,OS,3
2025-09-27,Cathay Pacific,CX,3
2025-09-27,Emirates,EK,3
2025-09-27,Fiji Airways,FJ,3
2025-09-27,Aerolineas Argentinas,AR,2
2025-09-27,Air Tahiti Nui,TN,2
2025-09-27,Alaska Airlines,AS,2
2025-09-27,BermudAir,2T,2
2025-09-27,Breeze Airways,MX,2
2025-09-27,FedEx,FX,2
2025-09-27,Finnair,AY,2
2025-09-27,Porter Airlines,PD,2
2025-09-27,Royal Air Maroc,AT,2
2025-09-27,Singapore Airlines,SQ,2
2025-09-27,Turkish Airlines,TK,2
2025-09-27,UPS Airlines,5X,2
2025-09-27,Air China LTD,CA,1
2025-09-27,Air Europa,UX,1
2025-09-27,Air Serbia,JU,1
2025-09-27,Alaska Airlines (Disneyland - Pixar Pier Livery),AS,1
2025-09-27,China Eastern Airlines,MU,1
2025-09-27,Discover Airlines,4Y,1
2025-09-27,Fenix Air Charter,,1
2025-09-27,LOT - Polish Airlines,LO,1
2025-09-27,Malaysia Airlines,MH,1
2025-09-27,NetJets Aviation,1I,1
2025-09-27,Norse UK,Z0,1
2025-09-27,Philippine Airlines,PR,1
2025-09-27,PlaneSense,,1
2025-09-27,Porter,PD,1
2025-09-27,SA AVIANCA,AV,1
2025-09-27,Saudia,SV,1
2025-09-27,Sun Country Airlines,SY,1
2025-09-27,VivaAerobus,VB,1
2025-09-28,Southwest Airlines,WN,96
2025-09-28,Azul,AD,59
2025-09-28,American Airlines,AA,58
2025-09-28,Delta Air Lines,DL,58
2025-09-28,LATAM Airlines,LA,48
2025-09-28,Spirit Airlines,NK,47
2025-09-28,JetBlue Airways,B6,40
2025-09-28,United Airlines,UA,40
2025-09-28,Virgin Atlantic,VS,40
2025-09-28,Frontier Airlines,F9,29
2025-09-28,Volaris,Y4,23
2025-09-28,British Airways,BA,22
2025-09-28,Qatar Airways,QR,22
2025-09-28,Copa Airlines,CM,20
2025-09-28,Aeromexico,AM,19
2025-09-28,Air Canada,AC,17
2025-09-28,Gol,G3,16
2025-09-28,WestJet,WS,16
2025-09-28,Air New Zealand,NZ,15
2025-09-28,Air France,AF,14
2025-09-28,Hawaiian Airlines,HA,14
2025-09-28,KLM,KL,14
2025-09-28,Breeze Airways,MX,13
2025-09-28,Korean Air,KE,13
2025-09-28,Iberia,IB,12
2025-09-28,Aer Lingus,EI,10
2025-09-28,Qantas,QF,10
2025-09-28,Brussels Airlines,SN,8
2025-09-28,ANA,NH,7
2025-09-28,El Al,LY,7
2025-09-28,Lufthansa,LH,7
2025-09-28,Air Canada Rouge,RV,6
2025-09-28,Alaska Airlines,AS,6
2025-09-28,Air Tahiti Nui,TN,5
2025-09-28,Alitalia,AZ,5
2025-09-28,AlphaSky,AS,5
2025-09-28,Japan Airlines,JL,5
2025-09-28,NetJets Aviation,1I,5
2025-09-28,empty,,5
2025-09-28,Virgin Australia,VA,4
2025-09-28,Austrian,OS,3
2025-09-28,Etihad Airways,EY,3
2025-09-28,Finnair,AY,3
2025-09-28,Icelandair,FI,3
2025-09-28,Malaysia Airlines,MH,3
2025-09-28,Philippine Airlines,PR,3
2025-09-28,SA AVIANCA,AV,3
2025-09-28,SWISS,LX,3
2025-09-28,TAP Air Portugal,TP,3
2025-09-28,Aerolineas Argentinas,AR,2
2025-09-28,Air Transat,TS,2
2025-09-28,China Eastern Airlines,MU,2
2025-09-28,Emirates,EK,2
2025-09-28,FedEx,FX,2
2025-09-28,Fiji Airways,FJ,2
2025-09-28,Gulf Air,GF,2
2025-09-28,Norse,N0,2
2025-09-28,Porter,PD,2
2025-09-28,Royal Jordanian,RJ,2
2025-09-28,SAS,SK,2
2025-09-28,Sun Country Airlines,SY,2
2025-09-28,,A1,2
2025-09-28,Air Europa,UX,1
2025-09-28,Allegiant Air,G4,1
2025-09-28,Atlantic Airways,RC,1
2025-09-28,Avelo Airlines,XP,1
2025-09-28,Bahamasair,UP,1
2025-09-28,Cathay Pacific,CX,1
2025-09-28,China Southern Airlines,CZ,1
2025-09-28,Discover Airlines,4Y,1
2025-09-28,Ethiopian Airlines,ET,1
2025-09-28,GlobalX,G6,1
2025-09-28,Kenya Airways,KQ,1
2025-09-28,LOT - Polish Airlines,LO,1
2025-09-28,Norse UK,Z0,1
2025-09-28,Private owner,,1
2025-09-28,Saudia,SV,1
2025-09-28,Turkish Airlines,TK,1
2025-09-28,VivaAerobus,VB,1
2025-09-29,Delta Air Lines,DL,53
2025-09-29,Southwest Airlines,WN,48
2025-09-29,Spirit Airlines,NK,37
2025-09-29,Virgin Atlantic,VS,32
2025-09-29,LATAM Airlines,LA,31
2025-09-29,Azul,AD,30
2025-09-29,United Airlines,UA,29
2025-09-29,Frontier Airlines,F9,28
2025-09-29,American Airlines,AA,26
2025-09-29,JetBlue Airways,B6,21
2025-09-29,Volaris,Y4,17
2025-09-29,Air Canada,AC,16
2025-09-29,Qatar Airways,QR,16
2025-09-29,WestJet,WS,16
2025-09-29,Air France,AF,14
2025-09-29,Korean Air,KE,14
2025-09-29,Air New Zealand,NZ,13
2025-09-29,Copa Airlines,CM,13
2025-09-29,KLM,KL,13
2025-09-29,Aeromexico,AM,12
2025-09-29,British Airways,BA,12
2025-09-29,Hawaiian Airlines,HA,11
2025-09-29,Aer Lingus,EI,9
2025-09-29,Iberia,IB,9
2025-09-29,ANA,NH,7
2025-09-29,El Al,LY,7
2025-09-29,Etihad Airways,EY,7
2025-09-29,AlphaSky,AS,6
2025-09-29,Breeze Airways,MX,6
2025-09-29,Alitalia,AZ,5
2025-09-29,Gol,G3,5
2025-09-29,Qantas,QF,5
2025-09-29,SAS,SK,5
2025-09-29,empty,,5
2025-09-29,Air Canada Rouge,RV,4
2025-09-29,Alaska Airlines,AS,4
2025-09-29,Japan Airlines,JL,4
2025-09-29,TAP Air Portugal,TP,4
2025-09-29,Air Europa,UX,3
2025-09-29,Air Tahiti Nui,TN,3
2025-09-29,LOT - Polish Airlines,LO,3
2025-09-29,Lufthansa,LH,3
2025-09-29,SWISS,LX,3
2025-09-29,Virgin Australia,VA,3
2025-09-29,21 Air,2I,2
2025-09-29,Aerolineas Argentinas,AR,2
2025-09-29,Austrian,OS,2
2025-09-29,Brussels Airlines,SN,2
2025-09-29,Cathay Pacific,CX,2
2025-09-29,China Eastern Airlines,MU,2
2025-09-29,Ethiopian Airlines,ET,2
2025-09-29,FedEx,FX,2
2025-09-29,Royal Air Maroc,AT,2
2025-09-29,Royal Jordanian,RJ,2
2025-09-29,SA AVIANCA,AV,2
2025-09-29,UPS Airlines,5X,2
2025-09-29,Air Transat,TS,1
2025-09-29,Aircraft Management Group,,1
2025-09-29,Alaska Airlines (Boeing 100 years strong Livery),AS,1
2025-09-29,Allegiant Air,G4,1
2025-09-29,Baron Aviation Services,BVN,1
2025-09-29,Emirates,EK,1
2025-09-29,Fiji Airways,FJ,1
2025-09-29,Finnair,AY,1
2025-09-29,Flexjet,LXJ,1
2025-09-29,Gulf Air,GF,1
2025-09-29,Icelandair,FI,1
2025-09-29,Kenya Airways,KQ,1
2025-09-29,NetJets Aviation,1I,1
2025-09-29,Norse,N0,1
2025-09-29,Norse UK,Z0,1
2025-09-29,Porter,PD,1
2025-09-29,Presidential Aviation,,1
2025-09-29,Redstar Aviation,,1
2025-09-29,Singapore Airlines,SQ,1
2025-09-29,Summit Aviation,,1
2025-09-29,Turkish Airlines,TK,1
2025-09-29,,A1,1
2025-09-30,Southwest Airlines,WN,100
2025-09-30,Delta Air Lines,DL,61
2025-09-30,American Airlines,AA,47
2025-09-30,Spirit Airlines,NK,43
2025-09-30,LATAM Airlines,LA,41
2025-09-30,Azul,AD,36
2025-09-30,Virgin Atlantic,VS,35
2025-09-30,United Airlines,UA,34
2025-09-30,JetBlue Airways,B6,24
2025-09-30,Air France,AF,22
2025-09-30,Air Canada,AC,20
2025-09-30,Qatar Airways,QR,19
2025-09-30,WestJet,WS,16
2025-09-30,British Airways,BA,15
2025-09-30,Gol,G3,15
2025-09-30,KLM,KL,15
2025-09-30,Frontier Airlines,F9,13
2025-09-30,Copa Airlines,CM,12
2025-09-30,Iberia,IB,12
2025-09-30,Air New Zealand,NZ,11
2025-09-30,Korean Air,KE,11
2025-09-30,Aeromexico,AM,10
2025-09-30,Aer Lingus,EI,8
2025-09-30,Brussels Airlines,SN,8
2025-09-30,El Al,LY,7
2025-09-30,Hawaiian Airlines,HA,7
2025-09-30,TAP Air Portugal,TP,7
2025-09-30,Icelandair,FI,6
2025-09-30,Qantas,QF,6
2025-09-30,UPS Airlines,5X,6
2025-09-30,Volaris,Y4,6
2025-09-30,AlphaSky,AS,5
2025-09-30,Air Tahiti Nui,TN,4
2025-09-30,Breeze Airways,MX,4
2025-09-30,Lufthansa,LH,4
2025-09-30,SWISS,LX,4
2025-09-30,Singapore Airlines,SQ,4
2025-09-30,ANA,NH,3
2025-09-30,Aerolineas Argentinas,AR,3
2025-09-30,Air Canada Rouge,RV,3
2025-09-30,Air Europa,UX,3
2025-09-30,Alaska Airlines,AS,3
2025-09-30,Etihad Airways,EY,3
2025-09-30,FedEx,FX,3
2025-09-30,Japan Airlines,JL,3
2025-09-30,SA AVIANCA,AV,3
2025-09-30,SAS,SK,3
2025-09-30,Virgin Australia,VA,3
2025-09-30,empty,,3
2025-09-30,21 Air,2I,2
2025-09-30,Air Transat,TS,2
2025-09-30,Austrian,OS,2
2025-09-30,Cathay Pacific,CX,2
2025-09-30,China Eastern Airlines,MU,2
2025-09-30,DHL Air,D0,2
2025-09-30,Discover Airlines,4Y,2
2025-09-30,Finnair,AY,2
2025-09-30,Flexjet,LXJ,2
2025-09-30,LOT - Polish Airlines,LO,2
2025-09-30,Malaysia Airlines,MH,2
2025-09-30,Philippine Airlines,PR,2
2025-09-30,Porter,PD,2
2025-09-30,Starlux,JX,2
2025-09-30,Alaska Airlines (Boeing 100 years strong Livery),AS,1
2025-09-30,Alitalia,AZ,1
2025-09-30,Amerijet International,M6,1
2025-09-30,Bahamasair,UP,1
2025-09-30,Baron Aviation Services,BVN,1
2025-09-30,Emirates,EK,1
2025-09-30,EuroAtlantic Airways,YU,1
2025-09-30,Executive Fliteways,,1
2025-09-30,Fiji Airways,FJ,1
2025-09-30,Gulf Air,GF,1
2025-09-30,Mountain Air Cargo,C2,1
2025-09-30,NetJets Aviation,1I,1
2025-09-30,PlaneSense,,1
2025-09-30,Quest Diagnostics,LBQ,1
2025-09-30,Redstar Aviation,,1
2025-09-30,Royal Air Maroc,AT,1
2025-09-30,Royal Jordanian,RJ,1
2025-09-30,Saudia,SV,1
2025-09-30,Summit Aviation,,1
2025-09-30,Sun Country Airlines,SY,1
2025-09-30,Turkish Airlines,TK,1
2025-10-01,Southwest Airlines,WN,87
2025-10-01,Delta Air Lines,DL,61
2025-10-01,LATAM Airlines,LA,47
2025-10-01,Azul,AD,45
2025-10-01,American Airlines,AA,43
2025-10-01,JetBlue Airways,B6,37
2025-10-01,United Airlines,UA,37
2025-10-01,Spirit Airlines,NK,35
2025-10-01,Virgin Atlantic,VS,35
2025-10-01,Qatar Airways,QR,22
2025-10-01,Air Canada,AC,17
2025-10-01,Air France,AF,17
2025-10-01,British Airways,BA,17
2025-10-01,Aer Lingus,EI,15
2025-10-01,Copa Airlines,CM,15
2025-10-01,Iberia,IB,15
2025-10-01,WestJet,WS,14
2025-10-01,Aeromexico,AM,13
2025-10-01,Air New Zealand,NZ,13
2025-10-01,Korean Air,KE,13
2025-10-01,Gol,G3,12
2025-10-01,KLM,KL,12
2025-10-01,Hawaiian Airlines,HA,10
2025-10-01,Lufthansa,LH,10
2025-10-01,Qantas,QF,10
2025-10-01,TAP Air Portugal,TP,10
2025-10-01,AlphaSky,AS,9
2025-10-01,Frontier Airlines,F9,9
2025-10-01,Brussels Airlines,SN,6
2025-10-01,Etihad Airways,EY,6
2025-10-01,UPS Airlines,5X,6
2025-10-01,Volaris,Y4,6
2025-10-01,Breeze Airways,MX,5
2025-10-01,FedEx,FX,5
2025-10-01,Icelandair,FI,4
2025-10-01,Japan Airlines,JL,4
2025-10-01,SWISS,LX,4
2025-10-01,Turkish Airlines,TK,4
2025-10-01,empty,,4
2025-10-01,ANA,NH,3
2025-10-01,Air Tahiti Nui,TN,3
2025-10-01,Alaska Airlines,AS,3
2025-10-01,Austrian,OS,3
2025-10-01,China Eastern Airlines,MU,3
2025-10-01,SAS,SK,3
2025-10-01,Virgin Australia,VA,3
2025-10-01,Aerolineas Argentinas,AR,2
2025-10-01,Air Canada Rouge,RV,2
2025-10-01,Air Europa,UX,2
2025-10-01,Air Transat,TS,2
2025-10-01,Cathay Pacific,CX,2
2025-10-01,DHL Air,D0,2
2025-10-01,Discover Airlines,4Y,2
2025-10-01,Finnair,AY,2
2025-10-01,Gulf Air,GF,2
2025-10-01,LOT - Polish Airlines,LO,2
2025-10-01,Malaysia Airlines,MH,2
2025-10-01,Mountain Air Cargo,C2,2
2025-10-01,NetJets Aviation,1I,2
2025-10-01,Norse,N0,2
2025-10-01,Philippine Airlines,PR,2
2025-10-01,Porter,PD,2
2025-10-01,Royal Jordanian,RJ,2
2025-10-01,Sky Quest,,2
2025-10-01,,A1,2
2025-10-01,21 Air,2I,1
2025-10-01,Alaska Airlines (Boeing 100 years strong Livery),AS,1
2025-10-01,Allegiant Air,G4,1
2025-10-01,Avelo Airlines,XP,1
2025-10-01,Baron Aviation Services,BVN,1
2025-10-01,BermudAir,2T,1
2025-10-01,Ethiopian Airlines,ET,1
2025-10-01,EuroAtlantic Airways,YU,1
2025-10-01,National Airlines,N8,1
2025-10-01,Norse UK,Z0,1
2025-10-01,Royal Air Maroc,AT,1
2025-10-01,SA AVIANCA,AV,1
2025-10-01,Saudia,SV,1
2025-10-01,Singapore Airlines,SQ,1
2025-10-01,Starlux,JX,1
