flight_date,airline_name,airline_iata,flights
2025-09-04,Philippine Airlines,PR,1
2025-09-04,Porter,PD,1
2025-09-04,Royal Air Maroc,AT,1
2025-09-05,Southwest Airlines,WN,77
2025-09-05,American Airlines,AA,42
2025-09-05,Delta Air Lines,DL,39
2025-09-05,Azul,AD,35
2025-09-05,Frontier Airlines,F9,35
2025-09-05,Spirit Airlines,NK,35
2025-09-05,JetBlue Airways,B6,29
2025-09-05,Volaris,Y4,27
2025-09-05,LATAM Airlines,LA,26
2025-09-05,United Airlines,UA,24
2025-09-05,Virgin Atlantic,VS,24
2025-09-05,Qatar Airways,QR,21
2025-09-05,British Airways,BA,17
2025-09-05,Air Canada,AC,13
2025-09-05,Iberia,IB,13
2025-09-05,WestJet,WS,13
2025-09-05,Aer Lingus,EI,12
2025-09-05,Aeromexico,AM,12
2025-09-05,Breeze Airways,MX,12
2025-09-05,Hawaiian Airlines,HA,12
2025-09-05,Air France,AF,11
2025-09-05,Qantas,QF,11
2025-09-05,Copa Airlines,CM,10
2025-09-05,Gol,G3,9
2025-09-05,KLM,KL,9
2025-09-05,Air New Zealand,NZ,8
2025-09-05,Alaska Airlines,AS,8
2025-09-05,AlphaSky,AS,8
2025-09-05,Korean Air,KE,8
2025-09-05,Japan Airlines,JL,7
2025-09-05,Air Tahiti Nui,TN,6
2025-09-05,Etihad Airways,EY,4
2025-09-05,Lufthansa,LH,4
2025-09-05,SAS,SK,4
2025-09-05,TAP Air Portugal,TP,4
2025-09-05,ANA,NH,3
2025-09-05,DHL Air,D0,3
2025-09-05,Finnair,AY,3
2025-09-05,Malaysia Airlines,MH,3
2025-09-05,Philippine Airlines,PR,3
2025-09-05,UPS Airlines,5X,3
2025-09-05,21 Air,2I,2
2025-09-05,Air Canada Rouge,RV,2
2025-09-05,Air Transat,TS,2
2025-09-05,Austrian,OS,2
2025-09-05,Brussels Airlines,SN,2
2025-09-05,Cathay Pacific,CX,2
2025-09-05,Fiji Airways,FJ,2
2025-09-05,Gulf Air,GF,2
2025-09-05,Icelandair,FI,2
2025-09-05,LOT - Polish Airlines,LO,2
2025-09-05,Porter,PD,2
2025-09-05,Royal Air Maroc,AT,2
2025-09-05,Royal Jordanian,RJ,2
2025-09-05,SA AVIANCA,AV,2
2025-09-05,SWISS,LX,2
2025-09-05,Singapore Airlines,SQ,2
2025-09-05,Virgin Australia,VA,2
2025-09-05,Aerolineas Argentinas,AR,1
2025-09-05,Air Europa,UX,1
2025-09-05,Air Serbia,JU,1
2025-09-05,Alitalia,AZ,1
2025-09-05,Allegiant Air,G4,1
2025-09-05,Amerijet International,M6,1
2025-09-05,Avelo Airlines,XP,1
2025-09-05,China Eastern Airlines,MU,1
2025-09-05,Mountain Air Cargo,C2,1
2025-09-05,NetJets Aviation,1I,1
2025-09-05,Norse UK,Z0,1
2025-09-05,Quest Diagnostics,LBQ,1
2025-09-05,Sun Country Airlines,SY,1
2025-09-05,Turkish Airlines,TK,1
2025-09-05,empty,,1
2025-09-06,Southwest Airlines,WN,71
2025-09-06,Delta Air Lines,DL,50
2025-09-06,Spirit Airlines,NK,43
2025-09-06,American Airlines,AA,41
2025-09-06,United Airlines,UA,37
2025-09-06,Azul,AD,34
2025-09-06,LATAM Airlines,LA,30
2025-09-06,Frontier Airlines,F9,29
2025-09-06,Virgin Atlantic,VS,29
2025-09-06,JetBlue Airways,B6,24
2025-09-06,Volaris,Y4,22
2025-09-06,WestJet,WS,20
2025-09-06,Copa Airlines,CM,18
2025-09-06,Qatar Airways,QR,18
2025-09-06,Air New Zealand,NZ,16
2025-09-06,Aeromexico,AM,15
2025-09-06,Air Canada,AC,14
2025-09-06,Air France,AF,14
2025-09-06,British Airways,BA,12
2025-09-06,KLM,KL,12
2025-09-06,Korean Air,KE,12
2025-09-06,Aer Lingus,EI,10
2025-09-06,Breeze Airways,MX,10
2025-09-06,Gol,G3,8
2025-09-06,Iberia,IB,8
2025-09-06,Air Canada Rouge,RV,7
2025-09-06,Brussels Airlines,SN,6
2025-09-06,Hawaiian Airlines,HA,6
2025-09-06,Lufthansa,LH,6
2025-09-06,ANA,NH,5
2025-09-06,Alaska Airlines,AS,5
2025-09-06,Qantas,QF,5
2025-09-06,SAS,SK,5
2025-09-06,Air Tahiti Nui,TN,4
2025-09-06,AlphaSky,AS,4
2025-09-06,Etihad Airways,EY,4
2025-09-06,Japan Airlines,JL,4
2025-09-06,TAP Air Portugal,TP,4
2025-09-06,Virgin Australia,VA,4
2025-09-06,Austrian,OS,3
2025-09-06,El Al,LY,3
2025-09-06,Icelandair,FI,3
2025-09-06,SA AVIANCA,AV,3
2025-09-06,empty,,3
2025-09-06,Air Europa,UX,2
2025-09-06,Amerijet International,M6,2
2025-09-06,Ethiopian Airlines,ET,2
2025-09-06,Kenya Airways,KQ,2
2025-09-06,LOT - Polish Airlines,LO,2
2025-09-06,Turkish Airlines,TK,2
2025-09-06,Air China LTD,CA,1
2025-09-06,Air Transat,TS,1
2025-09-06,Alitalia,AZ,1
2025-09-06,Bahamasair,UP,1
2025-09-06,BermudAir,2T,1
2025-09-06,China Eastern Airlines,MU,1
2025-09-06,Discover Airlines,4Y,1
2025-09-06,Emirates,EK,1
2025-09-06,EuroAtlantic Airways,YU,1
2025-09-06,Gulf Air,GF,1
2025-09-06,Malaysia Airlines,MH,1
2025-09-06,NetJets Aviation,1I,1
2025-09-06,Philippine Airlines,PR,1
2025-09-06,Porter,PD,1
2025-09-06,Royal Air Maroc,AT,1
2025-09-06,SWISS,LX,1
2025-09-06,Singapore Airlines,SQ,1
2025-09-06,UPS Airlines,5X,1
2025-09-07,Southwest Airlines,WN,109
2025-09-07,Delta Air Lines,DL,60
2025-09-07,American Airlines,AA,55
2025-09-07,Spirit Airlines,NK,51
2025-09-07,Azul,AD,47
2025-09-07,United Airlines,UA,41
2025-09-07,Frontier Airlines,F9,40
2025-09-07,LATAM Airlines,LA,39
2025-09-07,Virgin Atlantic,VS,32
2025-09-07,JetBlue Airways,B6,31
2025-09-07,Volaris,Y4,25
2025-09-07,Qatar Airways,QR,24
2025-09-07,WestJet,WS,22
2025-09-07,British Airways,BA,21
2025-09-07,Air France,AF,20
2025-09-07,Air Canada,AC,19
2025-09-07,Air New Zealand,NZ,18
2025-09-07,Iberia,IB,17
2025-09-07,Copa Airlines,CM,16
2025-09-07,KLM,KL,16
2025-09-07,Aer Lingus,EI,15
2025-09-07,Aeromexico,AM,15
2025-09-07,Korean Air,KE,13
2025-09-07,Qantas,QF,12
2025-09-07,Gol,G3,11
2025-09-07,Hawaiian Airlines,HA,11
2025-09-07,El Al,LY,10
2025-09-07,AlphaSky,AS,9
2025-09-07,Lufthansa,LH,9
2025-09-07,TAP Air Portugal,TP,9
2025-09-07,Icelandair,FI,8
2025-09-07,ANA,NH,7
2025-09-07,Brussels Airlines,SN,7
2025-09-07,Air Canada Rouge,RV,6
2025-09-07,Breeze Airways,MX,6
2025-09-07,Etihad Airways,EY,6
2025-09-07,Virgin Australia,VA,6
2025-09-07,Air Europa,UX,5
2025-09-07,Finnair,AY,5
2025-09-07,empty,,5
2025-09-07,Alaska Airlines,AS,4
2025-09-07,Austrian,OS,4
2025-09-07,Royal Jordanian,RJ,4
2025-09-07,SAS,SK,4
2025-09-07,Air Tahiti Nui,TN,3
2025-09-07,Japan Airlines,JL,3
2025-09-07,NetJets Aviation,1I,3
2025-09-07,SA AVIANCA,AV,3
2025-09-07,SWISS,LX,3
2025-09-07,Aerolineas Argentinas,AR,2
2025-09-07,Alitalia,AZ,2
2025-09-07,Cathay Pacific,CX,2
2025-09-07,China Eastern Airlines,MU,2
2025-09-07,EuroAtlantic Airways,YU,2
2025-09-07,FedEx,FX,2
2025-09-07,Gulf Air,GF,2
2025-09-07,LOT - Polish Airlines,LO,2
2025-09-07,Malaysia Airlines,MH,2
2025-09-07,Norse,N0,2
2025-09-07,Philippine Airlines,PR,2
2025-09-07,Turkish Airlines,TK,2
2025-09-07,,A1,2
2025-09-07,Air Transat,TS,1
2025-09-07,Allegiant Air,G4,1
2025-09-07,Avelo Airlines,XP,1
2025-09-07,China Southern Airlines,CZ,1
2025-09-07,Condor,DE,1
2025-09-07,Discover Airlines,4Y,1
2025-09-07,Fiji Airways,FJ,1
2025-09-07,GlobalX,G6,1
2025-09-07,Kenya Airways,KQ,1
2025-09-07,Norse UK,Z0,1
2025-09-07,Porter,PD,1
2025-09-07,Royal Air Maroc,AT,1
2025-09-07,Saudia,SV,1
2025-09-07,Singapore Airlines,SQ,1
2025-09-07,Sun Country Airlines,SY,1
2025-09-08,Southwest Airlines,WN,86
2025-09-08,Delta Air Lines,DL,57
2025-09-08,American Airlines,AA,47
2025-09-08,Azul,AD,45
2025-09-08,Frontier Airlines,F9,42
2025-09-08,LATAM Airlines,LA,40
2025-09-08,Spirit Airlines,NK,40
2025-09-08,United Airlines,UA,34
2025-09-08,JetBlue Airways,B6,32
2025-09-08,Virgin Atlantic,VS,32
2025-09-08,Volaris,Y4,29
2025-09-08,Copa Airlines,CM,22
2025-09-08,British Airways,BA,18
2025-09-08,Qatar Airways,QR,18
2025-09-08,WestJet,WS,17
2025-09-08,Hawaiian Airlines,HA,16
2025-09-08,Aeromexico,AM,15
2025-09-08,Air France,AF,15
2025-09-08,Air Canada,AC,13
2025-09-08,KLM,KL,13
2025-09-08,Air New Zealand,NZ,12
2025-09-08,Breeze Airways,MX,12
2025-09-08,Gol,G3,12
2025-09-08,Aer Lingus,EI,10
2025-09-08,Korean Air,KE,10
2025-09-08,Qantas,QF,9
2025-09-08,empty,,9
2025-09-08,El Al,LY,7
2025-09-08,Iberia,IB,7
2025-09-08,ANA,NH,6
2025-09-08,Air Tahiti Nui,TN,6
2025-09-08,Alaska Airlines,AS,6
2025-09-08,Icelandair,FI,6
2025-09-08,TAP Air Portugal,TP,6
2025-09-08,Virgin Australia,VA,6
2025-09-08,Etihad Airways,EY,5
2025-09-08,SA AVIANCA,AV,5
2025-09-08,AlphaSky,AS,4
2025-09-08,Brussels Airlines,SN,4
2025-09-08,Japan Airlines,JL,4
2025-09-08,SAS,SK,4
2025-09-08,Finnair,AY,3
2025-09-08,LOT - Polish Airlines,LO,3
2025-09-08,Royal Air Maroc,AT,3
2025-09-08,Singapore Airlines,SQ,3
2025-09-08,Aerolineas Argentinas,AR,2
2025-09-08,Air Europa,UX,2
2025-09-08,Cathay Pacific,CX,2
2025-09-08,China Eastern Airlines,MU,2
2025-09-08,Emirates,EK,2
2025-09-08,Ethiopian Airlines,ET,2
2025-09-08,Kenya Airways,KQ,2
2025-09-08,Lufthansa,LH,2
2025-09-08,Malaysia Airlines,MH,2
2025-09-08,Mountain Air Cargo,C2,2
2025-09-08,Philippine Airlines,PR,2
2025-09-08,SWISS,LX,2
2025-09-08,Turkish Airlines,TK,2
2025-09-08,ABX Air,GB,1
2025-09-08,Air Canada Rouge,RV,1
2025-09-08,Aircraft Management Group,,1
2025-09-08,Alaska Airlines (Oneworld Livery),AS,1
2025-09-08,Allegiant Air,G4,1
2025-09-08,Austrian,OS,1
2025-09-08,Avelo Airlines,XP,1
2025-09-08,China Southern Airlines,CZ,1
2025-09-08,DHL Air,D0,1
2025-09-08,Discover Airlines,4Y,1
2025-09-08,Fiji Airways,FJ,1
2025-09-08,NetJets Aviation,1I,1
2025-09-08,Norse,N0,1
2025-09-08,Royal Jordanian,RJ,1
2025-09-08,Saudia,SV,1
2025-09-08,Sun Country Airlines,SY,1
2025-09-08,,A1,1
2025-09-09,Southwest Airlines,WN,56
2025-09-09,Delta Air Lines,DL,42
2025-09-09,American Airlines,AA,28
2025-09-09,LATAM Airlines,LA,26
2025-09-09,Spirit Airlines,NK,26
2025-09-09,United Airlines,UA,26
2025-09-09,Azul,AD,20
2025-09-09,Virgin Atlantic,VS,20
2025-09-09,Air Canada,AC,13
2025-09-09,Air France,AF,13
2025-09-09,Qatar Airways,QR,13
2025-09-09,Air New Zealand,NZ,12
2025-09-09,Copa Airlines,CM,12
2025-09-09,WestJet,WS,12
2025-09-09,Frontier Airlines,F9,11
2025-09-09,JetBlue Airways,B6,11
2025-09-09,Aeromexico,AM,10
2025-09-09,KLM,KL,10
2025-09-09,British Airways,BA,9
2025-09-09,Korean Air,KE,9
2025-09-09,Volaris,Y4,9
2025-09-09,Iberia,IB,7
2025-09-09,Gol,G3,6
2025-09-09,Hawaiian Airlines,HA,6
2025-09-09,FedEx,FX,5
2025-09-09,Aer Lingus,EI,4
2025-09-09,El Al,LY,4
2025-09-09,TAP Air Portugal,TP,4
2025-09-09,UPS Airlines,5X,4
2025-09-09,21 Air,2I,3
2025-09-09,ANA,NH,3
2025-09-09,Aerolineas Argentinas,AR,3
2025-09-09,Alaska Airlines,AS,3
2025-09-09,AlphaSky,AS,3
2025-09-09,Breeze Airways,MX,3
2025-09-09,Brussels Airlines,SN,3
2025-09-09,Icelandair,FI,3
2025-09-09,Lufthansa,LH,3
2025-09-09,Mountain Air Cargo,C2,3
2025-09-09,SWISS,LX,3
2025-09-09,Virgin Australia,VA,3
2025-09-09,Air Tahiti Nui,TN,2
2025-09-09,DHL Air,D0,2
2025-09-09,Finnair,AY,2
2025-09-09,Qantas,QF,2
2025-09-09,empty,,2
2025-09-09,Air Canada Rouge,RV,1
2025-09-09,Amerijet International,M6,1
2025-09-09,Austrian,OS,1
2025-09-09,Cathay Pacific,CX,1
2025-09-09,China Eastern Airlines,MU,1
2025-09-09,Emirates,EK,1
2025-09-09,Etihad Airways,EY,1
2025-09-09,EuroAtlantic Airways,YU,1
2025-09-09,Fiji Airways,FJ,1
2025-09-09,Gulf Air,GF,1
2025-09-09,Japan Airlines,JL,1
2025-09-09,LOT - Polish Airlines,LO,1
2025-09-09,National Airlines,N8,1
2025-09-09,Norse,N0,1
2025-09-09,Royal Jordanian,RJ,1
2025-09-09,SAS,SK,1
2025-09-09,Saudia,SV,1
2025-09-09,Singapore Airlines,SQ,1
2025-09-09,Turkish Airlines,TK,1
2025-09-09,,A1,1
2025-09-10,Southwest Airlines,WN,96
2025-09-10,Delta Air Lines,DL,56
2025-09-10,LATAM Airlines,LA,41
2025-09-10,American Airlines,AA,38
2025-09-10,Azul,AD,37
2025-09-10,Spirit Airlines,NK,37
2025-09-10,United Airlines,UA,32
2025-09-10,Virgin Atlantic,VS,30
2025-09-10,JetBlue Airways,B6,25
2025-09-10,WestJet,WS,18
2025-09-10,Aeromexico,AM,17
2025-09-10,Air Canada,AC,17
2025-09-10,British Airways,BA,16
2025-09-10,Frontier Airlines,F9,15
2025-09-10,Volaris,Y4,15
2025-09-10,Air New Zealand,NZ,13
2025-09-10,Copa Airlines,CM,13
2025-09-10,Qatar Airways,QR,12
2025-09-10,Gol,G3,11
2025-09-10,Hawaiian Airlines,HA,11
2025-09-10,KLM,KL,11
2025-09-10,Korean Air,KE,10
2025-09-10,Breeze Airways,MX,9
2025-09-10,Aer Lingus,EI,8
2025-09-10,Air France,AF,8
2025-09-10,El Al,LY,8
2025-09-10,FedEx,FX,7
2025-09-10,Iberia,IB,7
2025-09-10,Qantas,QF,7
2025-09-10,TAP Air Portugal,TP,6
2025-09-10,ANA,NH,5
2025-09-10,Japan Airlines,JL,5
2025-09-10,SA AVIANCA,AV,5
2025-09-10,empty,,5
2025-09-10,Air Tahiti Nui,TN,4
2025-09-10,Lufthansa,LH,4
2025-09-10,Turkish Airlines,TK,4
2025-09-10,UPS Airlines,5X,4
2025-09-10,Aerolineas Argentinas,AR,3
2025-09-10,Alaska Airlines,AS,3
2025-09-10,Brussels Airlines,SN,3
2025-09-10,Icelandair,FI,3
2025-09-10,SAS,SK,3
2025-09-10,Air Canada Rouge,RV,2
2025-09-10,Air Europa,UX,2
2025-09-10,Alaska Airlines (West Coast Wonders Livery),AS,2
2025-09-10,AlphaSky,AS,2
2025-09-10,BermudAir,2T,2
2025-09-10,Cathay Pacific,CX,2
2025-09-10,DHL Air,D0,2
2025-09-10,Etihad Airways,EY,2
2025-09-10,Finnair,AY,2
2025-09-10,Flexjet,LXJ,2
2025-09-10,Kenya Airways,KQ,2
2025-09-10,NetJets Aviation,1I,2
2025-09-10,SWISS,LX,2
2025-09-10,Saudia,SV,2
2025-09-10,Singapore Airlines,SQ,2
2025-09-10,Virgin Australia,VA,2
2025-09-10,21 Air,2I,1
2025-09-10,Air Serbia,JU,1
2025-09-10,Alaska Airlines (Seattle Mariners Livery),AS,1
2025-09-10,Amerijet International,M6,1
2025-09-10,Austrian,OS,1
2025-09-10,Avelo Airlines,XP,1
2025-09-10,Bahamasair,UP,1
2025-09-10,Caribbean Airlines,BW,1
2025-09-10,China Eastern Airlines,MU,1
2025-09-10,Discover Airlines,4Y,1
2025-09-10,EuroAtlantic Airways,YU,1
2025-09-10,Executive Jet Management,EJM,1
2025-09-10,Fiji Airways,FJ,1
2025-09-10,Gulf Air,GF,1
2025-09-10,Malaysia Airlines,MH,1
2025-09-10,Mountain Air Cargo,C2,1
2025-09-10,Norse UK,N0,1
2025-09-10,Philippine Airlines,PR,1
2025-09-10,PlaneSense,,1
2025-09-10,Quest Diagnostics,LBQ,1
2025-09-10,Sun Country Airlines,SY,1
